year,rank,restaurant,location,country,lat,lng,Cuisine,Description
2005,14,Charlie Trotter's,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2005,15,Gramercy Tavern,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2005,16,Guy Savoy,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2005,17,Alain Ducasse,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2005,18,Sketch,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,19,The Waterside Inn,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,20,Nobu,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,21,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2005,22,Can Fabes,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2005,23,Checchino Dal 1887,Rome,Italy,41.8967068,12.4822025,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rome, Italy."
2005,24,Le Meurice,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2005,25,L'Hotel de Ville,Crissier,Switzerland,46.5518687,6.5743458,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Crissier, Switzerland."
2005,26,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2005,27,The Connaught,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,28,Le Manoir aux Quat'Saisons,Oxford,United Kingdom,51.7520209,-1.2577263,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Oxford, United Kingdom."
2005,29,Le Cinq,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2005,30,Hakkasan,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,31,Cal Pep,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2005,32,Masa,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2005,33,Flower Drum,Melbourne,Australia,-37.8136276,144.9630576,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Melbourne, Australia."
2005,34,WD~50,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2005,35,Le Quartier Français,Franschhoek,South Africa,-33.9127211,19.1212795,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Franschhoek, South Africa."
2005,36,Spice Market,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2005,37,L'Auberge de l'Ill,Illhaeusern,France,48.184834,7.43380399,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Illhaeusern, France."
2005,38,Manresa,Port Townsend,United States,48.1170386,-122.7604472,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Port Townsend, United States."
2005,39,Dieter Mueller,Gladbach,Germany,51.1941686,6.4315392,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Gladbach, Germany."
2005,40,Troisgros,Ouches,France,46.014944,3.986587,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Ouches, France."
2005,41,The Wolseley,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,42,Rockpool,Sydney,Australia,-33.8688197,151.2092955,Modern Australian / Asian Fusion,"Blending Australian ingredients with Asian flavors, Rockpool became a staple of Sydney’s high-end dining scene."
2005,43,Yauatcha,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,44,The Ivy,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,45,Gambero Rosso,Vernazza,Italy,44.1353502,9.6827957,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Vernazza, Italy."
2005,46,The Cliff,Durants,Barbados,13.1580476,-59.6326696,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Durants, Barbados."
2005,47,Le Gavroche,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2005,48,Enoteca Pinchiorri,Florence,Italy,43.7699685,11.2576706,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Florence, Italy."
2005,49,Felix,Hong Kong,Hong Kong,22.3193039,114.1693611,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Hong Kong, Hong Kong."
2005,50,La Tupina,Bordeaux,France,44.8416106,-0.5810938,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Bordeaux, France."
2006,1,El Bulli,Roses,Spain,42.2639489,3.1795528,Modernist / Molecular Gastronomy,"Pioneering molecular gastronomy, El Bulli was famed for its innovative techniques and multi-sensory dining experience led by chef Ferran Adrià."
2006,2,The Fat Duck,Maidenhead,United Kingdom,51.5225605,-0.7243082,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Maidenhead, United Kingdom."
2006,3,Pierre Gagnaire,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2006,4,The French Laundry,Yountville,United States,38.401578,-122.3608105,French / Contemporary American,"Renowned for its refined French cuisine and seasonal tasting menus, The French Laundry is a hallmark of American fine dining."
2006,5,Tetsuya's,Sydney,Australia,-33.8688197,151.2092955,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Sydney, Australia."
2006,6,Bras,Laguiole,France,44.683579,2.845605,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Laguiole, France."
2006,7,Le Louis XV,Monaco,Monaco,43.7384176,7.42461579,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Monaco, Monaco."
2006,8,Per Se,New York,United States,40.7127753,-74.0059728,French / Contemporary American,"Per Se, a New York culinary landmark by Thomas Keller, offers refined tasting menus with exceptional precision and luxury."
2006,9,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2006,10,Mugaritz,Gipuzkoa,Spain,43.0756299,-2.2236667,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
